454	818	818	3:3:	2:2:3:	3:3:2:	C[5,6a]-3:C[5]-3:	N[5]-2:S[5]-2:N[5]-3:	C[5,6a]-3:C[6a]-3:S[5]-2:	S[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]2)	C[5](N[5]C[5,6a])(S[5]C[5,6a])(N[5]C[5]2)	C[5,6a](C[5,6a]C[6a]N[5])(C[6a]C[6a]H)(S[5]C[5])	S[5](C[5,6a]C[5,6a]C[6a])(C[5]N[5]2){1|H<1>,4|C<3>}	C[5](N[5]C[5,6a])(S[5]C[5,6a])(N[5]C[5]2){1|Ag<3>,1|H<1>,1|N<3>,3|C<3>}	C[5,6a](C[5,6a]C[6a]N[5])(C[6a]C[6a]H)(S[5]C[5]){1|C<3>,1|N<3>,2|H<1>}	88.1341	0.000	1	88.2008	0.094	2     88.2008       0.094      2      88.5218     0.560     3
454	818	818	3:3:	2:2:3:	3:4:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:N-3:	C[5]-3:C-4:S[5]-2:	S[5](C[5]C[5]C)(C[5]N[5]N)	C[5](N[5]C[5])(S[5]C[5])(NCH)	C[5](C[5]N[5]Br)(CC[6a]HO)(S[5]C[5])	S[5](C[5]C[5]C)(C[5]N[5]N){1|Br<1>}	C[5](N[5]C[5])(S[5]C[5])(NCH){1|Br<1>,1|C<4>}	C[5](C[5]N[5]Br)(CC[6a]HO)(S[5]C[5]){1|N<3>}	88.5466	0.000	1	88.5466	0.000	1     88.5466       0.000      1      88.4051     0.200     2
454	818	818	3:3:	2:2:3:	3:4:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:N-3:	C[5]-3:S-4:S[5]-2:	S[5](C[5]C[5]S)(C[5]N[5]N)	C[5](N[5]C[5])(S[5]C[5])(NHH)	C[5](C[5]N[5]H)(SC[6a]OO)(S[5]C[5])	S[5](C[5]C[5]S)(C[5]N[5]N){1|H<1>}	C[5](N[5]C[5])(S[5]C[5])(NHH){1|H<1>,1|S<4>}	C[5](C[5]N[5]H)(SC[6a]OO)(S[5]C[5]){1|N<3>}	88.2636	0.000	1	88.2636	0.000	1     88.2636       0.000      1      88.4051     0.200     2
454	818	818	3:3:	2:2:4:	2:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:N-2:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CCHH)	C[5](N[5]N[5])(S[5]C[5])(NN)	S[5](C[5]N[5]C)(C[5]N[5]N){}	C[5](N[5]N[5])(S[5]C[5])(CCHH){1|N<2>}	C[5](N[5]N[5])(S[5]C[5])(NN){1|C<4>}	86.2602	0.310	2	86.2602	0.310	2     86.2602       0.310      2      87.0013     0.786     19
454	818	818	3:3:	2:2:4:	2:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:O-2:	S[5](C[5]N[5]C)(C[5]N[5]O)	C[5](N[5]N[5])(S[5]C[5])(CHHO)	C[5](N[5]N[5])(S[5]C[5])(OC)	S[5](C[5]N[5]C)(C[5]N[5]O){}	C[5](N[5]N[5])(S[5]C[5])(CHHO){1|O<2>}	C[5](N[5]N[5])(S[5]C[5])(OC){1|C<4>}	85.6450	0.000	1	85.6450	0.000	1     85.6450       0.000      1      87.0013     0.786     19
454	818	818	3:3:	2:2:4:	2:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:S-2:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5])(S[5]C[5])(SC)	S[5](C[5]N[5]C)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|S<2>}	C[5](N[5]N[5])(S[5]C[5])(SC){1|C<4>}	86.9580	0.595	11	86.9580	0.595	11     87.1788       0.711      16      87.0013     0.786     19
454	818	818	3:3:	2:2:4:	2:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:S-2:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5])(S[5]C[5])(SPt)	S[5](C[5]N[5]C)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|S<2>}	C[5](N[5]N[5])(S[5]C[5])(SPt){1|C<4>}	88.2467	0.000	1	88.2467	0.000	1     87.1788       0.711      16      87.0013     0.786     19
454	818	818	3:3:	2:2:4:	2:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:S-2:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5])(S[5]C[5])(SS)	S[5](C[5]N[5]C)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|S<2>}	C[5](N[5]N[5])(S[5]C[5])(SS){1|C<4>}	86.7311	0.000	1	86.7311	0.000	1     87.1788       0.711      16      87.0013     0.786     19
454	818	818	3:3:	2:2:4:	2:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:S-2:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5])(S[5]C[5])(SZn)	S[5](C[5]N[5]C)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|S<2>}	C[5](N[5]N[5])(S[5]C[5])(SZn){1|C<4>}	88.1897	0.289	2	88.1897	0.289	2     87.1788       0.711      16      87.0013     0.786     19
454	818	818	3:3:	2:2:4:	2:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:S-2:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CHHO)	C[5](N[5]N[5])(S[5]C[5])(SSn)	S[5](C[5]N[5]C)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(CHHO){1|S<2>}	C[5](N[5]N[5])(S[5]C[5])(SSn){1|C<4>}	86.9649	0.000	1	86.9649	0.000	1     87.1788       0.711      16      87.0013     0.786     19
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CCHH)	C[5](N[5]N[5])(S[5]C[5])(NCH)	S[5](C[5]N[5]C)(C[5]N[5]N){}	C[5](N[5]N[5])(S[5]C[5])(CCHH){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NCH){1|C<4>}	86.5433	0.000	1	86.5433	0.000	1     87.0784       0.542      7      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CCHH)	C[5](N[5]N[5])(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){}	C[5](N[5]N[5])(S[5]C[5])(CCHH){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NHH){1|C<4>}	87.1574	0.000	1	87.1574	0.000	1     87.0784       0.542      7      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CCHH)	C[5](N[5]N[5])(S[5]C[5])(NHN)	S[5](C[5]N[5]C)(C[5]N[5]N){}	C[5](N[5]N[5])(S[5]C[5])(CCHH){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NHN){1|C<4>}	88.1250	0.000	1	88.1250	0.000	1     87.0784       0.542      7      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CC[5]HH)	C[5](N[5]N[5])(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){}	C[5](N[5]N[5])(S[5]C[5])(CC[5]HH){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NHH){1|C<4>}	86.9362	0.000	1	86.9362	0.000	1     87.0784       0.542      7      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5])(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NHH){1|C<4>}	87.3476	0.000	1	87.3476	0.000	1     87.0784       0.542      7      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CHHO)	C[5](N[5]N[5])(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){}	C[5](N[5]N[5])(S[5]C[5])(CHHO){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NHH){1|C<4>}	86.7196	0.153	2	86.7196	0.153	2     87.0784       0.542      7      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:S-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]N)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(SNOO)	C[5](N[5]N[5])(S[5]C[5])(NCC)	S[5](C[5]N[5]N)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(SNOO){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NCC){1|S<4>}	85.1071	0.000	1	85.1071	0.000	1     85.3560       0.327      16      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:S-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]N)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(SNOO)	C[5](N[5]N[5])(S[5]C[5])(NCH)	S[5](C[5]N[5]N)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(SNOO){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NCH){1|S<4>}	85.2969	0.161	14	85.2969	0.161	14     85.3560       0.327      16      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:S-4:	N[5]-2:S[5]-2:N-3:	S[5](C[5]N[5]N)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(SNOO)	C[5](N[5]N[5])(S[5]C[5])(NHH)	S[5](C[5]N[5]N)(C[5]N[5]S){}	C[5](N[5]N[5])(S[5]C[5])(SNOO){1|N<3>}	C[5](N[5]N[5])(S[5]C[5])(NHH){1|S<4>}	86.4331	0.000	1	86.4331	0.000	1     85.3560       0.327      16      85.8802     0.900     23
454	818	818	3:3:	2:2:4:	2:2:4:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-2:S[5]-2:C-4:	S[5](C[5]N[5]C)2	C[5](N[5]N[5])(S[5]C[5])(CCHH)	C[5](N[5]N[5])(S[5]C[5])(CH3)	S[5](C[5]N[5]C)2{}	C[5](N[5]N[5])(S[5]C[5])(CCHH){1|C<4>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|C<4>}	88.0905	0.000	1	88.0905	0.000	1     88.0905       0.000      1      88.0905     0.000     1
454	818	818	3:3:	2:2:4:	3:2:1:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]H)(C[5]N[5]C)	C[5](N[5]C[5])(S[5]C[5])(CCHN)	C[5](C[5]N[5]C)(S[5]C[5])(H)	S[5](C[5]C[5]H)(C[5]N[5]C){1|C<3>}	C[5](N[5]C[5])(S[5]C[5])(CCHN){1|C<3>,1|H<1>}	C[5](C[5]N[5]C)(S[5]C[5])(H){1|C<4>}	89.6995	0.288	25	89.6995	0.288	25     89.8155       0.440      30      89.8492     0.459     39
454	818	818	3:3:	2:2:4:	3:2:1:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]H)(C[5]N[5]C)	C[5](N[5]C[5])(S[5]C[5])(CC[6]CH)	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	S[5](C[5]C[5]H)(C[5]N[5]C){1|C<3>}	C[5](N[5]C[5])(S[5]C[5])(CC[6]CH){1|C<3>,1|H<1>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){1|C<4>,2|C<3>}	89.9320	0.000	1	89.9320	0.000	1     89.8155       0.440      30      89.8492     0.459     39
454	818	818	3:3:	2:2:4:	3:2:1:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]H)(C[5]N[5]C)	C[5](N[5]C[5])(S[5]C[5])(CC[6]HH)	C[5](C[5]N[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]H)(C[5]N[5]C){1|H<1>}	C[5](N[5]C[5])(S[5]C[5])(CC[6]HH){2|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(H){1|C<4>}	90.2990	0.000	1	90.2990	0.000	1     89.8155       0.440      30      89.8492     0.459     39
454	818	818	3:3:	2:2:4:	3:2:1:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]H)(C[5]N[5]C)	C[5](N[5]C[5])(S[5]C[5])(CH3)	C[5](C[5]N[5]C)(S[5]C[5])(H)	S[5](C[5]C[5]H)(C[5]N[5]C){1|C<3>}	C[5](N[5]C[5])(S[5]C[5])(CH3){1|C<3>,1|H<1>}	C[5](C[5]N[5]C)(S[5]C[5])(H){1|C<4>}	90.5821	0.800	3	90.5821	0.800	3     89.8155       0.440      30      89.8492     0.459     39
454	818	818	3:3:	2:2:4:	3:2:1:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:S-1:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]B)(S[5]C[5])(S)	S[5](C[5]N[5]C)(C[5]N[5]S){1|B<4>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|B<4>,1|S<1>}	C[5](N[5]N[5]B)(S[5]C[5])(S){1|C<4>}	89.6418	0.272	6	89.6418	0.272	6     89.8980       0.529      8      89.8492     0.459     39
454	818	818	3:3:	2:2:4:	3:2:1:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:S-1:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]C)(S[5]C[5])(S)	S[5](C[5]N[5]C)(C[5]N[5]S){1|C<3>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|C<3>,1|S<1>}	C[5](N[5]N[5]C)(S[5]C[5])(S){1|C<4>}	90.6666	0.115	2	90.6666	0.115	2     89.8980       0.529      8      89.8492     0.459     39
454	818	818	3:3:	2:2:4:	3:2:1:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:N-4:	C[5]-3:S[5]-2:H-1:	S[5](C[5]C[5]H)(C[5]N[5]N)	C[5](N[5]C[5])(S[5]C[5])(NH3)	C[5](C[5]N[5]H)(S[5]C[5])(H)	S[5](C[5]C[5]H)(C[5]N[5]N){1|H<1>}	C[5](N[5]C[5])(S[5]C[5])(NH3){2|H<1>}	C[5](C[5]N[5]H)(S[5]C[5])(H){1|N<4>}	90.4712	0.000	1	90.4712	0.000	1     90.4712       0.000      1      89.8492     0.459     39
454	818	818	3:3:	2:2:4:	3:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:S-2:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]Ag)(S[5]C[5])(SC)	S[5](C[5]N[5]C)(C[5]N[5]S){1|Ag<4>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|Ag<4>,1|S<2>}	C[5](N[5]N[5]Ag)(S[5]C[5])(SC){1|C<4>}	87.5537	0.000	1	87.5537	0.000	1     88.4545       1.274      2      88.4545     1.274     2
454	818	818	3:3:	2:2:4:	3:2:2:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:S-2:	S[5](C[5]N[5]C)(C[5]N[5]S)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]B)(S[5]C[5])(SFe)	S[5](C[5]N[5]C)(C[5]N[5]S){1|B<4>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|B<4>,1|S<2>}	C[5](N[5]N[5]B)(S[5]C[5])(SFe){1|C<4>}	89.3553	0.000	1	89.3553	0.000	1     88.4545       1.274      2      88.4545     1.274     2
454	818	818	3:3:	2:2:4:	3:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	C[5]-3:S[5]-2:C-3:	S[5](C[5]C[5]C)(C[5]N[5]C)	C[5](N[5]C[5])(S[5]C[5])(CH3)	C[5](C[5]N[5]C)(S[5]C[5])(COO)	S[5](C[5]C[5]C)(C[5]N[5]C){1|C<4>}	C[5](N[5]C[5])(S[5]C[5])(CH3){1|C<3>,1|C<4>}	C[5](C[5]N[5]C)(S[5]C[5])(COO){1|C<4>}	90.3375	0.000	1	90.3375	0.000	1     90.3375       0.000      1      87.6929     0.883     12
454	818	818	3:3:	2:2:4:	3:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	C[5]-3:S[5]-2:N-3:	S[5](C[5]C[5]N)(C[5]N[5]C)	C[5](N[5]C[5])(S[5]C[5])(CH3)	C[5](C[5]N[5]C)(S[5]C[5])(NOO)	S[5](C[5]C[5]N)(C[5]N[5]C){1|C<3>}	C[5](N[5]C[5])(S[5]C[5])(CH3){1|C<3>,1|N<3>}	C[5](C[5]N[5]C)(S[5]C[5])(NOO){1|C<4>}	88.0909	0.000	1	88.0909	0.000	1     88.0909       0.000      1      87.6929     0.883     12
454	818	818	3:3:	2:2:4:	3:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CCHH)	C[5](N[5]N[5]Cu)(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){1|Cu<5>}	C[5](N[5]N[5])(S[5]C[5])(CCHH){1|Cu<5>,1|N<3>}	C[5](N[5]N[5]Cu)(S[5]C[5])(NHH){1|C<4>}	87.3829	0.000	1	87.3829	0.000	1     87.3886       0.234      10      87.6929     0.883     12
454	818	818	3:3:	2:2:4:	3:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]Co)(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){1|Co<4>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|Co<4>,1|N<3>}	C[5](N[5]N[5]Co)(S[5]C[5])(NHH){1|C<4>}	87.2482	0.121	2	87.2482	0.121	2     87.3886       0.234      10      87.6929     0.883     12
454	818	818	3:3:	2:2:4:	3:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]Cu)(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){1|Cu<4>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|Cu<4>,1|N<3>}	C[5](N[5]N[5]Cu)(S[5]C[5])(NHH){1|C<4>}	87.5278	0.000	1	87.4860	0.234	5     87.3886       0.234      10      87.6929     0.883     12
454	818	818	3:3:	2:2:4:	3:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]Cu)(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){1|Cu<5>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|Cu<5>,1|N<3>}	C[5](N[5]N[5]Cu)(S[5]C[5])(NHH){1|C<4>}	87.4755	0.269	4	87.4860	0.234	5     87.3886       0.234      10      87.6929     0.883     12
454	818	818	3:3:	2:2:4:	3:2:3:	C[5]-3:C[5]-3:	N[5]-2:S[5]-2:C-4:	N[5]-3:S[5]-2:N-3:	S[5](C[5]N[5]C)(C[5]N[5]N)	C[5](N[5]N[5])(S[5]C[5])(CH3)	C[5](N[5]N[5]Pt)(S[5]C[5])(NHH)	S[5](C[5]N[5]C)(C[5]N[5]N){1|Pt<4>}	C[5](N[5]N[5])(S[5]C[5])(CH3){1|Pt<4>,1|N<3>}	C[5](N[5]N[5]Pt)(S[5]C[5])(NHH){1|C<4>}	87.2883	0.389	2	87.2883	0.389	2     87.3886       0.234      10      87.6929     0.883     12
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:Br-1:	S[5]-2:S[5]-2:S-1:	S[5](C[5]C[5]Br)(C[5]S[5]S)	C[5](C[5]S[5]S)(S[5]C[5])(Br)	C[5](S[5]C[5])2(S)	S[5](C[5]C[5]Br)(C[5]S[5]S){1|S<2>}	C[5](C[5]S[5]S)(S[5]C[5])(Br){1|S<1>}	C[5](S[5]C[5])2(S){1|Br<1>,1|S<2>}	97.0122	0.000	1	97.0122	0.000	1     97.0122       0.000      1      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:Cl-1:	S[5]-2:S[5]-2:S-1:	S[5](C[5]C[5]Cl)(C[5]S[5]S)	C[5](C[5]S[5]H)(S[5]C[5])(Cl)	C[5](S[5]C[5])2(S)	S[5](C[5]C[5]Cl)(C[5]S[5]S){1|H<1>}	C[5](C[5]S[5]H)(S[5]C[5])(Cl){1|S<1>}	C[5](S[5]C[5])2(S){1|Cl<1>,1|H<1>}	96.0301	0.000	1	96.0301	0.000	1     96.0301       0.000      1      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:H-1:	N[5]-2:S[5]-2:Br-1:	S[5](C[5]N[5]Br)(C[5]C[5]H)	C[5](C[5]C[6a]N[5])(S[5]C[5])(H)	C[5](N[5]C[5])(S[5]C[5])(Br)	S[5](C[5]N[5]Br)(C[5]C[5]H){1|C<3>}	C[5](C[5]C[6a]N[5])(S[5]C[5])(H){1|Br<1>,2|C<3>}	C[5](N[5]C[5])(S[5]C[5])(Br){1|C<3>,1|H<1>}	88.4100	0.000	1	88.4100	0.000	1     88.4100       0.000      1      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:H-1:	N[5]-2:S[5]-2:H-1:	S[5](C[5]C[5]H)(C[5]N[5]H)	C[5](C[5]C[5]N[5])(S[5]C[5])(H)	C[5](N[5]C[5])(S[5]C[5])(H)	S[5](C[5]C[5]H)(C[5]N[5]H){1|C<3>}	C[5](C[5]C[5]N[5])(S[5]C[5])(H){1|H<1>,2|N<3>}	C[5](N[5]C[5])(S[5]C[5])(H){1|C<3>,1|H<1>}	88.9580	0.000	1	88.9580	0.000	1     88.9580       0.000      1      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:H-1:	S[5]-2:S[5]-2:O-1:	S[5](C[5]C[5]H)(C[5]S[5]O)	C[5](C[5]C[5]S[5])(S[5]C[5])(H)	C[5](S[5]C[5])2(O)	S[5](C[5]C[5]H)(C[5]S[5]O){1|C<3>}	C[5](C[5]C[5]S[5])(S[5]C[5])(H){1|C<3>,1|O<1>,1|S<2>}	C[5](S[5]C[5])2(O){1|C<3>,1|H<1>}	95.3999	2.042	3	95.3999	2.042	3     95.8447       1.180      8      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:H-1:	S[5]-2:S[5]-2:O-1:	S[5](C[5]C[5]H)(C[5]S[5]O)	C[5](C[5]C[6a]S[5])(S[5]C[5])(H)	C[5](S[5]C[5])2(O)	S[5](C[5]C[5]H)(C[5]S[5]O){1|C<3>}	C[5](C[5]C[6a]S[5])(S[5]C[5])(H){1|C<3>,1|N<2>,1|O<1>}	C[5](S[5]C[5])2(O){1|C<3>,1|H<1>}	95.6842	0.000	1	96.0894	0.573	2     95.8447       1.180      8      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:H-1:	S[5]-2:S[5]-2:O-1:	S[5](C[5]C[5]H)(C[5]S[5]O)	C[5](C[5]C[6a]S[5])(S[5]C[5])(H)	C[5](S[5]C[5])2(O)	S[5](C[5]C[5]H)(C[5]S[5]O){1|C<3>}	C[5](C[5]C[6a]S[5])(S[5]C[5])(H){1|O<1>,2|C<3>}	C[5](S[5]C[5])2(O){1|C<3>,1|H<1>}	96.4947	0.000	1	96.0894	0.573	2     95.8447       1.180      8      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:H-1:	S[5]-2:S[5]-2:O-1:	S[5](C[5]C[5]H)(C[5]S[5]O)	C[5](C[5]S[5]C)(S[5]C[5])(H)	C[5](S[5]C[5])2(O)	S[5](C[5]C[5]H)(C[5]S[5]O){1|C<3>}	C[5](C[5]S[5]C)(S[5]C[5])(H){1|O<1>}	C[5](S[5]C[5])2(O){1|C<3>,1|H<1>}	96.1264	0.253	3	96.1264	0.253	3     95.8447       1.180      8      95.0178     2.956     16
454	818	818	3:3:	3:2:1:	2:2:1:	C[5]-3:C[5]-3:	C[5]-3:S[5]-2:H-1:	S[5]-2:S[5]-2:S-1:	S[5](C[5]C[5]H)(C[5]S[5]S)	C[5](C[5]S[5]Cl)(S[5]C[5])(H)	C[5](S[5]C[5])2(S)	S[5](C[5]C[5]H)(C[5]S[5]S){1|Cl<1>}	C[5](C[5]S[5]Cl)(S[5]C[5])(H){1|S<1>}	C[5](S[5]C[5])2(S){1|Cl<1>,1|H<1>}	97.4838	0.000	1	97.4838	0.000	1     97.3069       0.221      3      95.0178     2.956     16
