818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[5a]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|C<4>}    S(C[5]N[5]S[5])(CC[5a]HH)   1.7425    0.0106    7     1.7425     0.0106    7
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[6]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|S<2>}    S(C[5]N[5]S[5])(CC[6]HH)   1.7427    0.0007    2     1.7443     0.0028    3
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[6]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|S<3>}    S(C[5]N[5]S[5])(CC[6]HH)   1.7474    0.0000    1     1.7443     0.0028    3
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[6a]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|C<4>,1|O<1>}    S(C[5]N[5]S[5])(CC[6a]HH)   1.7435    0.0048    4     1.7441     0.0083    19
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[6a]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|C<4>}    S(C[5]N[5]S[5])(CC[6a]HH)   1.7463    0.0123    3     1.7441     0.0083    19
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[6a]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|N<3>}    S(C[5]N[5]S[5])(CC[6a]HH)   1.7460    0.0036    4     1.7441     0.0083    19
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[6a]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|Ni<6>,1|C<4>}    S(C[5]N[5]S[5])(CC[6a]HH)   1.7470    0.0000    1     1.7441     0.0083    19
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CC[6a]HH)     C[5](N[5]N[5])(S[5]C[5])(SC){1|S<2>}    S(C[5]N[5]S[5])(CC[6a]HH)   1.7421    0.0112    7     1.7441     0.0083    19
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CH3)     C[5](N[5]N[5])(S[5]C[5])(SC){1|C<3>,1|V<6>}    S(C[5]N[5]S[5])(CH3)   1.7422    0.0000    1     1.7376     0.0038    5
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CH3)     C[5](N[5]N[5])(S[5]C[5])(SC){1|C<4>,1|S<1>}    S(C[5]N[5]S[5])(CH3)   1.7345    0.0008    2     1.7376     0.0038    5
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CH3)     C[5](N[5]N[5])(S[5]C[5])(SC){1|N<2>}    S(C[5]N[5]S[5])(CH3)   1.7383    0.0039    2     1.7376     0.0038    5
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CHHS)     C[5](N[5]N[5])(S[5]C[5])(SC){1|C<3>}    S(C[5]N[5]S[5])(CHHS)   1.7493    0.0054    2     1.7470     0.0048    6
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CHHS)     C[5](N[5]N[5])(S[5]C[5])(SC){1|Cu<6>,1|H<1>}    S(C[5]N[5]S[5])(CHHS)   1.7422    0.0024    2     1.7470     0.0048    6
818    979     2:2:2:    3:4:    N[5]-2:S[5]-2:S-2:     C[5]-3:C-4:     N    C[5](N[5]N[5])(S[5]C[5])(SC)    S(C[5]N[5]S[5])(CHHS)     C[5](N[5]N[5])(S[5]C[5])(SC){1|N<3>}    S(C[5]N[5]S[5])(CHHS)   1.7497    0.0033    2     1.7470     0.0048    6
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6])(N[5a]N[5a,6])(SC)    S(C[5a]N[5a]2)(CC[6a]HH)     C[5a](N[5a]C[5a,6])(N[5a]N[5a,6])(SC){1|C<4>,1|N<3>}    S(C[5a]N[5a]2)(CC[6a]HH)   1.7436    0.0000    1     1.7436     0.0000    1
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6])(N[5a]N[5a,6])(SC)    S(C[5a]N[5a]2)(CH3)     C[5a](N[5a]C[5a,6])(N[5a]N[5a,6])(SC){1|C<3>,1|N<3>}    S(C[5a]N[5a]2)(CH3)   1.7376    0.0000    1     1.7392     0.0015    3
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6])(N[5a]N[5a,6])(SC)    S(C[5a]N[5a]2)(CH3)     C[5a](N[5a]C[5a,6])(N[5a]N[5a,6])(SC){1|C<4>,1|N<3>}    S(C[5a]N[5a]2)(CH3)   1.7399    0.0011    2     1.7392     0.0015    3
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6a])(N[5a]N[5a,6a])(SC)    S(C[5a]N[5a]2)(CC[6a]HH)     C[5a](N[5a]C[5a,6a])(N[5a]N[5a,6a])(SC){1|C<3>,1|N<2>}    S(C[5a]N[5a]2)(CC[6a]HH)   1.7436    0.0021    3     1.7436     0.0021    3
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6a])(N[5a]N[5a,6a])(SC)    S(C[5a]N[5a]2)(CH3)     C[5a](N[5a]C[5a,6a])(N[5a]N[5a,6a])(SC){1|C<3>,1|N<2>}    S(C[5a]N[5a]2)(CH3)   1.7356    0.0000    1     1.7379     0.0032    2
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6a])(N[5a]N[5a,6a])(SC)    S(C[5a]N[5a]2)(CH3)     C[5a](N[5a]C[5a,6a])(N[5a]N[5a,6a])(SC){1|C<3>,1|N<3>}    S(C[5a]N[5a]2)(CH3)   1.7402    0.0000    1     1.7379     0.0032    2
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a])(N[5a]N[5a])(SC)    S(C[5a]N[5a]2)(CCHH)     C[5a](N[5a]C[5a])(N[5a]N[5a])(SC){1|C<4>,1|H<1>}    S(C[5a]N[5a]2)(CCHH)   1.7481    0.0021    3     1.7485     0.0019    4
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a])(N[5a]N[5a])(SC)    S(C[5a]N[5a]2)(CCHH)     C[5a](N[5a]C[5a])(N[5a]N[5a])(SC){2|H<1>}    S(C[5a]N[5a]2)(CCHH)   1.7496    0.0000    1     1.7485     0.0019    4
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a])(N[5a]N[5a])(SC)    S(C[5a]N[5a]2)(CC[6a]HH)     C[5a](N[5a]C[5a])(N[5a]N[5a])(SC){1|C<4>,1|H<1>}    S(C[5a]N[5a]2)(CC[6a]HH)   1.7509    0.0000    1     1.7501     0.0101    3
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a])(N[5a]N[5a])(SC)    S(C[5a]N[5a]2)(CC[6a]HH)     C[5a](N[5a]C[5a])(N[5a]N[5a])(SC){1|H<1>,1|N<3>}    S(C[5a]N[5a]2)(CC[6a]HH)   1.7396    0.0000    1     1.7501     0.0101    3
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a])(N[5a]N[5a])(SC)    S(C[5a]N[5a]2)(CC[6a]HH)     C[5a](N[5a]C[5a])(N[5a]N[5a])(SC){2|H<1>}    S(C[5a]N[5a]2)(CC[6a]HH)   1.7597    0.0000    1     1.7501     0.0101    3
818    979     2:2:2:    3:4:    N[5a]-2:N[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a])(N[5a]N[5a])(SC)    S(C[5a]N[5a]2)(CH3)     C[5a](N[5a]C[5a])(N[5a]N[5a])(SC){1|C<3>,1|N<3>}    S(C[5a]N[5a]2)(CH3)   1.7357    0.0000    1     1.7357     0.0000    1
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(SC)    S(C[5a]N[5a]O[5a])(CCHH)     C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(SC){2|C<3>}    S(C[5a]N[5a]O[5a])(CCHH)   1.7345    0.0000    1     1.7345     0.0000    1
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(SC)    S(C[5a]N[5a]O[5a])(CC[6a]HH)     C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(SC){2|C<3>}    S(C[5a]N[5a]O[5a])(CC[6a]HH)   1.7336    0.0000    1     1.7336     0.0000    1
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]N[5a])(O[5a]C[5a])(SC)    S(C[5a]N[5a]O[5a])(CCHH)     C[5a](N[5a]N[5a])(O[5a]C[5a])(SC){1|C<3>}    S(C[5a]N[5a]O[5a])(CCHH)   1.7279    0.0055    14     1.7281     0.0053    15
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]N[5a])(O[5a]C[5a])(SC)    S(C[5a]N[5a]O[5a])(CCHH)     C[5a](N[5a]N[5a])(O[5a]C[5a])(SC){1|C<4>}    S(C[5a]N[5a]O[5a])(CCHH)   1.7302    0.0000    1     1.7281     0.0053    15
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]N[5a])(O[5a]C[5a])(SC)    S(C[5a]N[5a]O[5a])(CC[6]HH)     C[5a](N[5a]N[5a])(O[5a]C[5a])(SC){1|C<3>}    S(C[5a]N[5a]O[5a])(CC[6]HH)   1.7330    0.0000    1     1.7330     0.0000    1
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]N[5a])(O[5a]C[5a])(SC)    S(C[5a]N[5a]O[5a])(CC[6a]HH)     C[5a](N[5a]N[5a])(O[5a]C[5a])(SC){1|C<3>}    S(C[5a]N[5a]O[5a])(CC[6a]HH)   1.7285    0.0051    7     1.7290     0.0053    10
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C-4:     N    C[5a](N[5a]N[5a])(O[5a]C[5a])(SC)    S(C[5a]N[5a]O[5a])(CC[6a]HH)     C[5a](N[5a]N[5a])(O[5a]C[5a])(SC){1|C<4>}    S(C[5a]N[5a]O[5a])(CC[6a]HH)   1.7302    0.0066    3     1.7290     0.0053    10
818    979     2:2:2:    3:4:    N[5a]-2:O[5a]-2:S-2:     C[5a]-3:C[6]-4:     N    C[5a](N[5a]N[5a])(O[5a]C[5a])(SC[6])    S(C[5a]N[5a]O[5a])(C[6]C[6]O[6]H)     C[5a](N[5a]N[5a])(O[5a]C[5a])(SC[6]){1|C<3>}    S(C[5a]N[5a]O[5a])(C[6]C[6]O[6]H)   1.7449    0.0000    1     1.7449     0.0000    1
818    979     2:2:2:    3:4:    Se[5]-2:N[5]-2:S-2:     C[5]-3:C-4:     N    C[5](Se[5]C[5,6a])(N[5]C[5,6a])(SC)    S(C[5]Se[5]N[5])(CCHH)     C[5](Se[5]C[5,6a])(N[5]C[5,6a])(SC){2|C<3>}    S(C[5]Se[5]N[5])(CCHH)   1.7449    0.0032    2     1.7449     0.0032    2
818    979     2:2:2:    3:4:    Se[5]-2:Se[5]-2:S-2:     C[5]-3:C-4:     N    C[5](Se[5]C[5])2(SC)    S(C[5]Se[5]2)(CH3)     C[5](Se[5]C[5])2(SC){1|C<3>,1|H<1>}    S(C[5]Se[5]2)(CH3)   1.6691    0.0000    1     1.6691     0.0000    1
818    979     2:2:2:    4:3:    N[5]-2:S[5]-2:S-2:     C[6]-4:C[5]-3:     N    C[5](N[5]N[5])(S[5]C[5])(SC[6])    S(C[6]C[6]O[6]H)(C[5]N[5]S[5])     C[5](N[5]N[5])(S[5]C[5])(SC[6]){1|C<3>}    S(C[6]C[6]O[6]H)(C[5]N[5]S[5])   1.7527    0.0000    1     1.7527     0.0000    1
818    979     2:3:2:    3:3:    N[5]-2:N[5]-3:S-2:     C[6a]-3:C[5]-3:     N    C[5](N[5]C[5,5,6])(N[5]C[5,6]H)(SC[6a])    S(C[6a]C[6a]2)(C[5]N[5]2)     C[5](N[5]C[5,5,6])(N[5]C[5,6]H)(SC[6a]){1|C<4>,1|H<1>,2|N<3>}    S(C[6a]C[6a]2)(C[5]N[5]2)   1.7533    0.0000    2     1.7533     0.0000    2
818    979     3:2:2:    3:1:    C[5a]-3:N[5a]-2:S-2:     C[5a]-3:H-1:     N    C[5a](C[5a]N[5a]C)(N[5a]C[5a])(SH)    S(C[5a]C[5a]N[5a])(H)     C[5a](C[5a]N[5a]C)(N[5a]C[5a])(SH){2|C<4>}    S(C[5a]C[5a]N[5a])(H)   1.7104    0.0000    1     1.7104     0.0000    1
818    979     3:2:2:    3:1:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:H-1:     N    C[5a](N[5a]C[5a]N)(N[5a]N[5a])(SH)    S(C[5a]N[5a]2)(H)     C[5a](N[5a]C[5a]N)(N[5a]N[5a])(SH){1|C<3>}    S(C[5a]N[5a]2)(H)   1.6709    0.0000    1     1.6709     0.0000    1
818    979     3:2:2:    3:2:    N[5]-3:S[5]-2:S-2:     C[5]-3:I-2:     N    C[5](N[5]C[5]C)(S[5]C[5])(SI)    S(C[5]N[5]S[5])(II)     C[5](N[5]C[5]C)(S[5]C[5])(SI){4|H<1>}    S(C[5]N[5]S[5])(II)   1.6973    0.0000    1     1.6973     0.0000    1
818    979     3:2:2:    3:2:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:S-2:     N    C[5a](N[5a]C[5a]C)(N[5a]C[5a])(SS)    S(C[5a]N[5a]2)(SC[5a])     C[5a](N[5a]C[5a]C)(N[5a]C[5a])(SS){2|H<1>}    S(C[5a]N[5a]2)(SC[5a])   1.7476    0.0009    2     1.7476     0.0009    2
818    979     3:2:2:    3:2:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:S-2:     N    C[5a](N[5a]C[5a]C[6a])(N[5a]C[5a])(SS)    S(C[5a]N[5a]2)(SC[5a])     C[5a](N[5a]C[5a]C[6a])(N[5a]C[5a])(SS){2|C<3>,2|H<1>}    S(C[5a]N[5a]2)(SC[5a])   1.7460    0.0047    2     1.7460     0.0047    2
818    979     3:2:2:    3:2:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:S-2:     N    C[5a](N[5a]C[5a]C[6a])(N[5a]N[5a])(SS)    S(C[5a]N[5a]2)(SC[5a])     C[5a](N[5a]C[5a]C[6a])(N[5a]N[5a])(SS){3|C<3>}    S(C[5a]N[5a]2)(SC[5a])   1.7470    0.0049    2     1.7470     0.0049    2
818    979     3:2:2:    3:2:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:S-2:     N    C[5a](N[5a]C[5a]H)(N[5a]C[5a])(SS)    S(C[5a]N[5a]2)(SC[5a])     C[5a](N[5a]C[5a]H)(N[5a]C[5a])(SS){2|H<1>}    S(C[5a]N[5a]2)(SC[5a])   1.7496    0.0000    1     1.7496     0.0000    1
818    979     3:2:2:    3:2:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:S-2:     N    C[5a](N[5a]C[6a]N[5a])(N[5a]N[5a])(SS)    S(C[5a]N[5a]2)(SC[5a])     C[5a](N[5a]C[6a]N[5a])(N[5a]N[5a])(SS){2|C<3>}    S(C[5a]N[5a]2)(SC[5a])   1.7310    0.0108    2     1.7310     0.0108    2
818    979     3:2:2:    3:2:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:S-2:     N    C[5a](N[5a]N[5a]C)(N[5a]N[5a])(SS)    S(C[5a]N[5a]2)(SC[5a])     C[5a](N[5a]N[5a]C)(N[5a]N[5a])(SS){}    S(C[5a]N[5a]2)(SC[5a])   1.7529    0.0021    2     1.7529     0.0021    2
818    979     3:2:2:    3:2:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:S-2:     N    C[5a](N[5a]N[5a]H)(N[5a]C[5a])(SS)    S(C[5a]N[5a]2)(SC[5a])     C[5a](N[5a]N[5a]H)(N[5a]C[5a])(SS){1|C<3>}    S(C[5a]N[5a]2)(SC[5a])   1.7497    0.0011    3     1.7497     0.0011    3
818    979     3:2:2:    3:3:    C[5,6a]-3:N[5]-2:S-2:     C[5]-3:C[5a]-3:     N    C[5](C[5,6a]C[5,6a]C[6a])(N[5]S[5])(SC[5a])    S(C[5]C[5,6a]N[5])(C[5a]N[5a]2)     C[5](C[5,6a]C[5,6a]C[6a])(N[5]S[5])(SC[5a]){1|H<1>,2|C<3>,2|O<1>}    S(C[5]C[5,6a]N[5])(C[5a]N[5a]2)   1.7480    0.0000    1     1.7480     0.0000    1
818    979     3:2:2:    3:3:    C[5]-3:N[5]-2:S-2:     C[5]-3:C[6a]-3:     N    C[5](C[5]C[5]C)(N[5]C[5])(SC[6a])    S(C[5]C[5]N[5])(C[6a]C[6a]2)     C[5](C[5]C[5]C)(N[5]C[5])(SC[6a]){1|C<3>,1|C<4>,1|N<3>}    S(C[5]C[5]N[5])(C[6a]C[6a]2)   1.7458    0.0039    2     1.7458     0.0039    2
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC)    S(C[5]C[5]S[5])(CCC)     C[5](C[5]S[5]S)(S[5]C[5])(SC){1|C<3>}    S(C[5]C[5]S[5])(CCC)   1.7503    0.0001    2     1.7503     0.0001    2
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC)    S(C[5]C[5]S[5])(CCO)     C[5](C[5]S[5]S)(S[5]C[5])(SC){1|S<1>}    S(C[5]C[5]S[5])(CCO)   1.7481    0.0000    1     1.7481     0.0000    1
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC)    S(C[5]C[5]S[5])(CC[5a]O)     C[5](C[5]S[5]S)(S[5]C[5])(SC){1|S<1>}    S(C[5]C[5]S[5])(CC[5a]O)   1.7514    0.0000    1     1.7514     0.0000    1
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC)    S(C[5]C[5]S[5])(CC[6a]O)     C[5](C[5]S[5]S)(S[5]C[5])(SC){1|O<1>}    S(C[5]C[5]S[5])(CC[6a]O)   1.7535    0.0022    2     1.7502     0.0054    4
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC)    S(C[5]C[5]S[5])(CC[6a]O)     C[5](C[5]S[5]S)(S[5]C[5])(SC){1|S<1>}    S(C[5]C[5]S[5])(CC[6a]O)   1.7470    0.0063    2     1.7502     0.0054    4
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C[5]-3:     N    C[5](C[5]C[5,5]C[5])(S[5]C[5,5])(SC[5])    S(C[5]C[5]S[5])2     C[5](C[5]C[5,5]C[5])(S[5]C[5,5])(SC[5]){1|S<2>,3|C<3>}    S(C[5]C[5]S[5])2   1.7560    0.0006    2     1.7560     0.0006    2
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C[5]-3:     N    C[5](C[5]C[5]2)(S[5]C[5])(SC[5])    S(C[5]C[5]S[5])2     C[5](C[5]C[5]2)(S[5]C[5])(SC[5]){1|Br<1>,1|Si<2>,2|C<3>}    S(C[5]C[5]S[5])2   1.7490    0.0000    1     1.7542     0.0063    11
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C[5]-3:     N    C[5](C[5]C[5]2)(S[5]C[5])(SC[5])    S(C[5]C[5]S[5])2     C[5](C[5]C[5]2)(S[5]C[5])(SC[5]){1|Br<1>,1|Si<4>,2|C<3>}    S(C[5]C[5]S[5])2   1.7548    0.0064    10     1.7542     0.0063    11
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C[5]-3:     N    C[5](C[5]C[6a]C[5])(S[5]C[5])(SC[5])    S(C[5]C[5]S[5])2     C[5](C[5]C[6a]C[5])(S[5]C[5])(SC[5]){2|C<3>,2|H<1>}    S(C[5]C[5]S[5])2   1.7507    0.0005    2     1.7507     0.0005    2
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C[5]-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC[5])    S(C[5]C[5]S[5])(C[5]C[5]2)     C[5](C[5]S[5]S)(S[5]C[5])(SC[5]){1|C<3>}    S(C[5]C[5]S[5])(C[5]C[5]2)   1.7517    0.0014    2     1.7517     0.0014    2
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C[5a]-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC[5a])    S(C[5]C[5]S[5])(C[5a]C[5a]2)     C[5](C[5]S[5]S)(S[5]C[5])(SC[5a]){1|C<3>}    S(C[5]C[5]S[5])(C[5a]C[5a]2)   1.7590    0.0000    1     1.7590     0.0000    1
818    979     3:2:2:    3:3:    C[5]-3:S[5]-2:S-2:     C[5]-3:C[6]-3:     N    C[5](C[5]S[5]S)(S[5]C[5])(SC[6])    S(C[5]C[5]S[5])(C[6]C[6]2)     C[5](C[5]S[5]S)(S[5]C[5])(SC[6]){1|C<3>}    S(C[5]C[5]S[5])(C[6]C[6]2)   1.7541    0.0000    1     1.7541     0.0000    1
818    979     3:2:2:    3:3:    C[5a,6a]-3:N[5a]-2:S-2:     C[5a]-3:C[5a]-3:     N    C[5a](C[5a,6a]N[5a,6a]C[6a])(N[5a]C[5a])(SC[5a])    S(C[5a]C[5a,6a]N[5a])2     C[5a](C[5a,6a]N[5a,6a]C[6a])(N[5a]C[5a])(SC[5a]){1|H<1>,3|C<3>}    S(C[5a]C[5a,6a]N[5a])2   1.7549    0.0046    2     1.7549     0.0046    2
818    979     3:2:2:    3:3:    C[5a]-3:N[5a]-2:S-2:     C[5a]-3:C[6a]-3:     N    C[5a](C[5a]N[5a]H)(N[5a]N[5a])(SC[6a])    S(C[5a]C[5a]N[5a])(C[6a]C[6a]2)     C[5a](C[5a]N[5a]H)(N[5a]N[5a])(SC[6a]){1|C<3>}    S(C[5a]C[5a]N[5a])(C[6a]C[6a]2)   1.7533    0.0000    1     1.7533     0.0000    1
818    979     3:2:2:    3:3:    N[5]-3:N[5]-2:S-2:     C[6a]-3:C[5]-3:     N    C[5](N[5]C[5]C)(N[5]C[5])(SC[6a])    S(C[6a]C[6a]2)(C[5]N[5]2)     C[5](N[5]C[5]C)(N[5]C[5])(SC[6a]){1|C<4>}    S(C[6a]C[6a]2)(C[5]N[5]2)   1.7485    0.0000    1     1.7485     0.0000    1
818    979     3:2:2:    3:3:    N[5a]-3:N[5a]-2:S-2:     C[5]-3:C[5a]-3:     N    C[5a](N[5a]N[5a]C)(N[5a]N[5a])(SC[5])    S(C[5]C[5,6a]N[5])(C[5a]N[5a]2)     C[5a](N[5a]N[5a]C)(N[5a]N[5a])(SC[5]){}    S(C[5]C[5,6a]N[5])(C[5a]N[5a]2)   1.7430    0.0000    1     1.7430     0.0000    1
818    979     3:2:2:    3:3:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:C-3:     N    C[5a](N[5a]C[5a,6a]H)(N[5a]C[5a,6a])(SC)    S(C[5a]N[5a]2)(CCC)     C[5a](N[5a]C[5a,6a]H)(N[5a]C[5a,6a])(SC){2|C<3>}    S(C[5a]N[5a]2)(CCC)   1.7586    0.0000    1     1.7586     0.0000    1
818    979     3:2:2:    3:3:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:C[5]-3:     N    C[5a](N[5a]C[5a]N)(N[5a]N[5a])(SC[5])    S(C[5a]N[5a]2)(C[5]C[5]2)     C[5a](N[5a]C[5a]N)(N[5a]N[5a])(SC[5]){1|C<3>}    S(C[5a]N[5a]2)(C[5]C[5]2)   1.7234    0.0000    1     1.7234     0.0000    1
818    979     3:2:2:    3:3:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:C[5a]-3:     N    C[5a](N[5a]C[5a]N)(N[5a]N[5a])(SC[5a])    S(C[5a]C[5a]N[5a])(C[5a]N[5a]2)     C[5a](N[5a]C[5a]N)(N[5a]N[5a])(SC[5a]){1|C<3>}    S(C[5a]C[5a]N[5a])(C[5a]N[5a]2)   1.7364    0.0000    1     1.7364     0.0000    1
818    979     3:2:2:    3:3:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:C[6a]-3:     N    C[5a](N[5a]C[5a,6a]C)(N[5a]C[5a,6a])(SC[6a])    S(C[5a]N[5a]2)(C[6a]C[6a]2)     C[5a](N[5a]C[5a,6a]C)(N[5a]C[5a,6a])(SC[6a]){2|C<3>}    S(C[5a]N[5a]2)(C[6a]C[6a]2)   1.7459    0.0125    2     1.7459     0.0125    2
818    979     3:2:2:    3:3:    N[5a]-3:N[5a]-2:S-2:     C[5a]-3:C[6a]-3:     N    C[5a](N[5a]C[5a]C)(N[5a]C[5a])(SC[6a])    S(C[5a]N[5a]2)(C[6a]C[6a]2)     C[5a](N[5a]C[5a]C)(N[5a]C[5a])(SC[6a]){1|H<1>,1|I<1>}    S(C[5a]N[5a]2)(C[6a]C[6a]2)   1.7566    0.0032    2     1.7566     0.0032    2
